tick,kind,src,dst,bytes
18,data,13,10,75000
18,data,13,17,37500
18,data,13,22,18750
18,data,14,16,112500
18,data,14,18,75000
18,data,14,20,37500
18,data,15,18,112500
18,data,16,7,187500
18,data,16,9,37500
18,data,16,11,37500
18,data,16,14,56250
18,data,17,12,18750
18,data,17,14,75000
18,data,18,14,56250
18,data,19,2,112500
18,data,19,4,18750
18,data,19,7,18750
18,data,19,8,18750
18,data,19,21,37500
18,data,20,1,37500
18,data,20,9,75000
18,data,20,14,37500
18,data,20,21,37500
18,data,20,22,37500
18,data,21,19,56250
18,data,21,20,112500
18,data,22,2,37500
18,data,22,11,37500
18,data,22,20,18750
18,data,23,17,37500
18,data,24,1,37500
18,data,24,8,75000
18,data,24,17,37500
19,data,1,4,37500
19,data,1,20,75000
19,data,1,24,37500
19,data,2,19,18750
19,data,2,22,37500
19,data,3,6,56250
19,data,3,9,37500
19,data,3,12,37500
19,data,4,1,75000
19,data,4,7,75000
19,data,4,9,37500
19,data,5,13,18750
19,data,6,3,37500
19,data,6,10,18750
19,data,7,4,93750
19,data,7,11,37500
19,data,7,12,37500
19,data,7,16,37500
19,data,7,19,75000
19,data,7,23,75000
19,data,8,9,18750
19,data,8,13,75000
19,data,8,19,56250
19,data,8,24,18750
19,data,9,3,56250
19,data,9,4,37500
19,data,9,5,112500
19,data,9,8,75000
19,data,9,16,56250
19,data,9,20,37500
19,data,10,13,37500
19,data,10,15,37500
19,data,11,15,75000
19,data,11,24,37500
19,data,12,7,18750
19,data,12,20,37500
19,data,12,24,37500
19,data,13,8,37500
19,data,13,10,75000
19,data,13,17,37500
19,data,13,22,18750
19,data,14,16,112500
19,data,14,18,75000
19,data,14,20,37500
19,data,15,18,112500
19,data,16,7,187500
19,data,16,9,37500
19,data,16,11,37500
19,data,16,14,56250
19,data,17,12,18750
19,data,17,14,75000
19,data,18,14,56250
19,data,19,2,112500
19,data,19,4,18750
19,data,19,7,18750
19,data,19,8,18750
19,data,19,21,37500
19,data,20,1,37500
19,data,20,9,75000
19,data,20,14,37500
19,data,20,21,37500
19,data,20,22,37500
19,data,21,19,56250
19,data,21,20,112500
19,data,22,2,37500
19,data,22,11,37500
19,data,22,20,18750
19,data,23,17,37500
19,data,24,1,37500
19,data,24,8,75000
19,data,24,17,37500
20,data,1,4,37500
20,data,1,20,75000
20,data,1,24,37500
20,data,2,19,18750
20,data,2,22,37500
20,data,3,6,56250
20,data,3,9,37500
20,data,3,12,37500
20,data,4,1,75000
20,data,4,7,75000
20,data,4,9,37500
20,data,5,13,18750
20,data,6,3,37500
20,data,6,10,18750
20,data,7,4,93750
20,data,7,11,37500
20,data,7,12,37500
20,data,7,16,37500
