time_s,old_cwnd_bytes,new_cwnd_bytes
10.211227,13400,13936
10.221661,13936,14472
10.275469,14472,15008
10.300013,15008,15544
10.325501,15544,16080
10.351933,16080,16616
10.379309,16616,17152
10.407629,17152,17688
10.435949,17688,18224
10.466157,18224,18760
10.496365,18760,19296
10.528461,19296,19832
10.560557,19832,20368
10.594541,20368,20904
10.628525,20904,21440
10.664397,21440,21976
10.700269,21976,22512
10.710256,22512,13400
10.710666,13400,13936
10.710728,13936,14472
10.711138,14472,15008
10.711200,15008,15544
10.711610,15544,15008
10.711672,15008,15544
10.721099,15544,16080
10.782459,16080,16616
10.809835,16616,17152
10.838155,17152,17688
10.866475,17688,18224
10.896683,18224,18760
10.926891,18760,19296
10.958987,19296,19832
10.991083,19832,20368
11.025067,20368,20904
11.059051,20904,21440
11.094923,21440,21976
11.130795,21976,22512
11.167611,22512,23048
11.205371,23048,23584
11.210638,23584,13400
11.211048,13400,13936
11.211110,13936,14472
11.211520,14472,15008
11.211582,15008,15544
11.211992,15544,15008
11.212054,15008,15544
11.212464,15544,16080
11.221482,16080,16616
11.285674,16616,17152
11.313994,17152,17688
11.342314,17688,18224
11.372522,18224,18760
11.402730,18760,19296
11.434826,19296,19832
11.466922,19832,20368
11.500906,20368,20904
11.534890,20904,21440
11.570762,21440,21976
11.606634,21976,22512
11.643450,22512,23048
11.681210,23048,23584
11.710077,23584,12864
11.710486,12864,13400
11.710549,13400,13936
11.710958,13936,14472
11.711021,14472,15008
11.711430,15008,14472
11.711493,14472,15008
11.711902,15008,15544
11.711965,15544,16080
11.712374,16080,15544
11.712437,15544,16080
11.720448,16080,16616
11.785112,16616,17152
11.813432,17152,17688
11.841752,17688,18224
11.871960,18224,18760
11.902168,18760,19296
11.934264,19296,19832
11.966360,19832,20368
12.000344,20368,20904
12.034328,20904,21440
12.070200,21440,21976
