time_s,old_cwnd_bytes,new_cwnd_bytes
10.112766,15544,16080
10.121250,16080,16616
10.184970,16616,17152
10.213290,17152,17688
10.242554,17688,18224
10.271818,18224,18760
10.302970,18760,19296
10.334122,19296,19832
10.367162,19832,20368
10.400202,20368,20904
10.435130,20904,21440
10.470058,21440,21976
10.505930,21976,22512
10.542746,22512,23048
10.580506,23048,23584
10.619210,23584,24120
10.658858,24120,24656
10.699450,24656,25192
10.740986,25192,25728
10.783466,25728,26264
10.810445,26264,12864
10.810854,12864,13400
10.810917,13400,13936
10.811326,13936,14472
10.811389,14472,15008
10.811798,15008,14472
10.811861,14472,15008
10.812270,15008,15544
10.812333,15544,16080
10.812742,16080,15544
10.812805,15544,16080
10.813214,16080,16616
10.813277,16616,17152
10.813686,17152,16616
10.813749,16616,17152
10.814158,17152,17688
10.814221,17688,17152
10.814630,17152,17688
10.814693,17688,17152
10.815102,17152,17688
10.815165,17688,17152
10.815574,17152,17688
10.815637,17688,17152
10.816046,17152,17688
10.816109,17688,17152
10.816518,17152,17688
10.816581,17688,17152
10.816990,17152,17688
10.817053,17688,17152
10.817462,17152,17688
10.817525,17688,17152
10.817934,17152,17688
10.817997,17688,17152
10.818406,17152,17688
10.818469,17688,17152
10.818878,17152,17688
10.818941,17688,17152
10.819350,17152,17688
10.819413,17688,17152
10.819822,17152,17688
10.819885,17688,17152
10.820294,17152,17688
10.820357,17688,17152
10.820766,17152,17688
10.820829,17688,17152
10.821238,17152,17688
10.821710,17688,17152
10.822182,17152,17688
10.822642,17688,18224
10.822642,18224,18760
10.883120,18760,19296
10.914272,19296,19832
10.947312,19832,20368
10.980352,20368,20904
11.015280,20904,21440
11.050208,21440,21976
11.086080,21976,22512
11.122896,22512,23048
11.160656,23048,23584
11.199360,23584,24120
11.239008,24120,24656
11.279600,24656,25192
11.321136,25192,25728
11.363616,25728,26264
11.407040,26264,26800
11.450464,26800,27336
11.495776,27336,27872
11.510483,27872,12864
11.510893,12864,13400
11.510955,13400,13936
11.511365,13936,14472
11.511427,14472,15008
11.511837,15008,14472
11.511899,14472,15008
11.512309,15008,15544
11.512371,15544,16080
11.512781,16080,15544
11.512843,15544,16080
11.513253,16080,16616
11.513315,16616,17152
11.513725,17152,16616
11.513787,16616,17152
11.514197,17152,17688
11.514259,17688,17152
11.514669,17152,17688
11.514731,17688,17152
11.515141,17152,17688
11.515203,17688,17152
11.515613,17152,17688
11.515675,17688,17152
11.516085,17152,17688
11.516147,17688,17152
11.516557,17152,17688
11.516619,17688,17152
11.517029,17152,17688
11.517091,17688,17152
11.517501,17152,17688
11.517563,17688,17152
11.517973,17152,17688
11.518035,17688,17152
11.518445,17152,17688
11.518507,17688,17152
11.518917,17152,17688
11.518979,17688,17152
11.519389,17152,17688
11.519451,17688,17152
11.519861,17152,17688
11.519923,17688,17152
11.520333,17152,17688
11.520395,17688,17152
11.520805,17152,17688
11.520867,17688,17152
11.521277,17152,17688
11.521749,17688,17152
11.522221,17152,17688
11.522693,17688,17152
11.523165,17152,17688
11.523637,17688,17152
